Title	DOI	Abstract	MeSH_Terms	Pubmed link	drug_name_list	pubchem_id_list	PMID	Pubdate
Memorization Test and Resting State EEG Components in Mild and Subjective Cognitive Impairment.	DOI: 10.2174/1567205015666180427114520	Mild (MCI) and Subjective Cognitive Impairment (SCI) are conditions at risk of developing Alzheimer's disease (AD). Differential between normal aging at early stages can be really challenging; available biomarkers need to be combined and can be quite invasive and expensive.	['Aged', 'Aged, 80 and over', 'Brain Wavesphysiology', 'Cognition Disorderscomplicationsphysiopathology', 'Electroencephalography', 'Female', 'Humans', 'Male', 'Memoryphysiology', 'Mental Status Schedule', 'Neuropsychological Tests', 'Rest', 'Statistics, Nonparametric']	https://pubmed.ncbi.nlm.nih.gov/29701152/	['Strada']	[134692036]	29701152	['2018']
Perinatal choline effects on neonatal pathophysiology related to later schizophrenia risk.	DOI: 10.1176/appi.ajp.2012.12070940	Deficient cerebral inhibition is a pathophysiological brain deficit related to poor sensory gating and attention in schizophrenia and other disorders. Cerebral inhibition develops perinatally, influenced by genetic and in utero factors. Amniotic choline activates fetal α7-nicotinic acetylcholine receptors and facilitates development of cerebral inhibition. Increasing this activation may protect infants from future illness by promoting normal brain development. The authors investigated the effects of perinatal choline supplementation on the development of cerebral inhibition in human infants.	['Attentiondrug effectsphysiology', 'Braindrug effectsphysiopathology', 'Child, Preschool', 'Cholinephysiology', 'DNA Mutational Analysis', 'Electroencephalographydrug effects', 'Female', 'Follow-Up Studies', 'Genetic Predisposition to Diseasegenetics', 'Genotype', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Neural Inhibitiondrug effectsphysiology', 'Nootropic Agentsadministration & dosage', 'Perinatal Care', 'Phosphorylcholineadministration & dosage', 'Pregnancy', 'Randomized Controlled Trials as Topic', 'Receptors, Nicotinicgenetics', 'Schizophreniadrug therapygeneticsphysiopathology', 'Sensory Gatingdrug effectsphysiology', 'Signal Processing, Computer-Assisted', 'alpha7 Nicotinic Acetylcholine Receptor']	https://pubmed.ncbi.nlm.nih.gov/23318559/	['Phosphocholine', 'Acetylcholine']	[1014, 187]	23318559	['2013', 'Mar']
De novo Absence Status Epilepticus in a pediatric cohort: Electroclinical pattern in a multicenter Italian patients cohort.	DOI: 10.1016/j.seizure.2019.10.021	Absence Status epilepticus (AS) is a form of Non Convulsive Status Epilepticus defined as a prolonged, generalized and non-convulsive seizure, with an altered content of consciousness. We aim to describe a group of healthy children, who presented recurrent and unprovoked de novo AS as the only manifestation of their epilepsy, with an excellent response to antiepileptic drugs.	['Adolescent', 'Anticonvulsantstherapeutic use', 'Child', 'Electroencephalography', 'Epilepsydrug therapyphysiopathology', 'Ethosuximidetherapeutic use', 'Female', 'Humans', 'Italy', 'Male', 'Retrospective Studies', 'Status Epilepticusdrug therapyphysiopathology', 'Valproic Acidtherapeutic use', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/31776058/	['Ethosuximide', 'Sodium valproate', 'Sodium valproate', 'Divalproex sodium']	[3291, 16760703, 23663956]	31776058	['2019', 'Dec']
Single doses of piracetam affect 42-channel event-related potential microstate maps in a cognitive paradigm.	DOI: 10.1159/000119026	We examined whether a single administration of piracetam produces dose-dependent effects on brain functions in healthy young men. In 6 subjects, 42-channel event-related EEG potential maps (ERP) were recorded during a task requiring subjects to watch single digits presented in a pseudorandom order on a screen and to press a button after all triplets of three consecutive odd or even digits. The ERP maps to the three digits of the correctly detected triplets were analyzed in terms of their mapped ERP field configuration (landscape). Different landscapes of the maps indicate different configuration of the activated neural population and therefore reflect different functional microstates of the brain. In order to identify these microstates, adaptive segmentation of the map series based on their landscapes was done. Nineteen time segments were found. These segments were tested for direct effects on brain function of three single doses of piracetam (2.9, 4.8 or 9.6 g) and a placebo given double-blind in balanced order. Piracetam mainly affected the map landscape of the time segments following the triplet's last digit. U-shaped dose-dependent effects were found; they were strongest after 4.8 g piracetam. Since these particular ERP segments are recognized to be strongly correlated to cognitive functions, the present findings suggest that single medium doses of piracetam selectively activate differently located or oriented neurons during cognitive steps of information processing.	['Adult', 'Brain Mapping', 'Cognitiondrug effects', 'Double-Blind Method', 'Electroencephalography', 'Evoked Potentialsdrug effectsphysiology', 'Humans', 'Male', 'Middle Aged', 'Piracetampharmacology', 'Placebos']	https://pubmed.ncbi.nlm.nih.gov/8272204/	['Piracetam', 'acetamide']	[4843, 178]	8272204	['1993']
Double-blind, placebo-controlled, pharmacokinetic and -dynamic studies with 2 new formulations of piracetam (infusion and sirup) under hypoxia in man.		In a double-blind, placebo-controlled study, pharmacokinetics and pharmacodynamics of 12 g piracetam in 2 different formulations were investigated utilizing blood gas analysis, EEG mapping and psychometry under a transient, reversible, hypoxic hypoxidosis. The latter was induced by a fixed gas combination of 9.8% oxygen (O2) and 90.2% nitrogen (N2, found in 6,000 m altitude), which was inhaled for 23 minutes under normobraic conditions by 18 healthy volunteers. They received after an adaptation session randomized at weekly intervals 12 g piracetam i.v. (250 ml infusion over 30 minutes), 12 g piracetam p.o. (60 ml sirup) and placebo. Blood levels were determined by means of an HPLC at the hours 0, 1, 2, 4, 6, 8 and 24. The 2 formulations showed a very similar time-course, with slightly higher blood levels in the 1st hour after the intravenous than oral administration, and vice versa thereafter. The elimination half-life was 4.3 hours for both formulations, the area under the curve and the clearance value were also almost identical. Evaluation of blood gases, EEG mapping and psychometry were carried out at 0, 2, 4, 6 and 8 hours post-drug. Blood gas analysis demonstrated a drop in SaO2 from 99 to 73 and 70%, in PO2 from 100 to 35 and 33 mmHg, in PCO2 from 36 to 31 and 31 mmHg in the 14th and 23rd minute of inhalation, respectively. pH increased from 7.43 to 7.48 in the respective minutes, while base excess and standard bicarbonate remained stable. EEG mapping exhibited under hypoxia a marked increase of total power, mostly due to an augmentation of delta/theta, and a decrease of alpha activity, which reflects deterioration of vigilance. Both piracetam preparations significantly attenuated this vigilance decrement, with 12 g piracetam i.v. showing its encephalotropic peak effects in the earlier hours, 12 g piracetam sirup in the later hours. At the behavioral level, hypoxic hypoxidosis induced a deterioration of the noo- and thymopsyche, which was mitigated by both piracetam preparations, mostly in the 6th hour. Both formulations were well tolerated.	['Administration, Oral', 'Adult', 'Analysis of Variance', 'Blood Gas Analysis', 'Braindrug effectsphysiopathology', 'Chromatography, High Pressure Liquid', 'Cross-Over Studies', 'Dosage Forms', 'Double-Blind Method', 'Electroencephalographydrug effects', 'Female', 'Hemodynamicsdrug effects', 'Humans', 'Hydrogen-Ion Concentration', 'Hypoxiaphysiopathology', 'Infusions, Intravenous', 'Male', 'Piracetamadministration & dosageadverse effectspharmacokineticspharmacology', 'Psychometrics', 'Psychomotor Performancedrug effects']	https://pubmed.ncbi.nlm.nih.gov/7655763/	['Piracetam', 'acetamide']	[4843, 178]	7655763	['1995', 'May']
Single-dose piracetam effects on global complexity measures of human spontaneous multichannel EEG.	DOI: 10.1016/s0167-8760(99)00044-6	Global complexity of 47-channel resting electroencephalogram (EEG) of healthy young volunteers was studied after intake of a single dose of a nootropic drug (piracetam, Nootropil UCB Pharma) in 12 healthy volunteers. Four treatment levels were used: 2.4, 4.8, 9.6 g piracetam and placebo. Brain electric activity was assessed through Global Dimensional Complexity and Global Omega-Complexity as quantitative measures of the complexity of the trajectory of multichannel EEG in state space. After oral ingestion (1-1.5 h), both measures showed significant decreases from placebo to 2.4 g piracetam. In addition, Global Dimensional Complexity showed a significant return to placebo values at 9.6 g piracetam. The results indicate that a single dose of piracetam dose-dependently affects the spontaneous EEG in normal volunteers, showing effects at the lowest treatment level. The decreased EEG complexity is interpreted as increased cooperativity of brain functional processes.	['Adult', 'Analysis of Variance', 'Dose-Response Relationship, Drug', 'Electroencephalographydrug effects', 'Humans', 'Male', 'Nootropic Agentsadministration & dosage', 'Piracetamadministration & dosage']	https://pubmed.ncbi.nlm.nih.gov/10555876/	['Piracetam', 'acetamide']	[4843, 178]	10555876	['1999', 'Oct']
Mismatch negativity as EEG biomarker supporting CNS drug development: a transnosographic and translational study.	DOI: 10.1038/s41398-021-01371-1	The lack of translation from basic research into new medicines is a major challenge in CNS drug development. The need to use novel approaches relying on (i) patient clustering based on neurobiology irrespective to symptomatology and (ii) quantitative biomarkers focusing on evolutionarily preserved neurobiological systems allowing back-translation from clinical to nonclinical research has been highlighted. Here we sought to evaluate the mismatch negativity (MMN) response in schizophrenic (SZ) patients, Alzheimer's disease (AD) patients, and age-matched healthy controls. To evaluate back-translation of the MMN response, we developed EEG-based procedures allowing the measurement of MMN-like responses in a rat model of schizophrenia and a mouse model of AD. Our results indicate a significant MMN attenuation in SZ but not in AD patients. Consistently with the clinical findings, we observed a significant attenuation of deviance detection (~104.7%) in rats subchronically exposed to phencyclidine, while no change was observed in APP/PS1 transgenic mice when compared to wild type. This study provides new insight into the cross-disease evaluation of the MMN response. Our findings suggest further investigations to support the identification of neurobehavioral subtypes that may help patients clustering for precision medicine intervention. Furthermore, we provide evidence that MMN could be used as a quantitative/objective efficacy biomarker during both preclinical and clinical stages of SZ drug development.	['Animals', 'Biomarkers', 'Electroencephalography', 'Evoked Potentials, Auditory', 'Humans', 'Mice', 'Pharmaceutical Preparations', 'Rats', 'Schizophreniadrug therapy']	https://pubmed.ncbi.nlm.nih.gov/33927180/	['PHENCYCLIDINE']	[6468]	33927180	['2021', 'Apr']
Left auditory cortex gamma synchronization and auditory hallucination symptoms in schizophrenia.	DOI: 10.1186/1471-2202-10-85	Oscillatory electroencephalogram (EEG) abnormalities may reflect neural circuit dysfunction in neuropsychiatric disorders. Previously we have found positive correlations between the phase synchronization of beta and gamma oscillations and hallucination symptoms in schizophrenia patients. These findings suggest that the propensity for hallucinations is associated with an increased tendency for neural circuits in sensory cortex to enter states of oscillatory synchrony. Here we tested this hypothesis by examining whether the 40 Hz auditory steady-state response (ASSR) generated in the left primary auditory cortex is positively correlated with auditory hallucination symptoms in schizophrenia. We also examined whether the 40 Hz ASSR deficit in schizophrenia was associated with cross-frequency interactions. Sixteen healthy control subjects (HC) and 18 chronic schizophrenia patients (SZ) listened to 40 Hz binaural click trains. The EEG was recorded from 60 electrodes and average-referenced offline. A 5-dipole model was fit from the HC grand average ASSR, with 2 pairs of superior temporal dipoles and a deep midline dipole. Time-frequency decomposition was performed on the scalp EEG and source data.	['Adult', 'Auditory Cortexphysiopathology', 'Brain Mapping', 'Electroencephalography', 'Evoked Potentials, Auditory', 'Functional Laterality', 'Hallucinationsphysiopathology', 'Humans', 'Male', 'Middle Aged', 'Schizophreniaphysiopathology', 'Signal Processing, Computer-Assisted']	https://pubmed.ncbi.nlm.nih.gov/19619324/	['PHENCYCLIDINE']	[6468]	19619324	['2009', 'Jul']
EEG-Findings during long-term treatment with everolimus in TSC-associated and therapy-resistant epilepsies in children.	DOI: 10.1016/j.seizure.2022.10.022	This prospective observational study evaluated the long-term EEG changes in children treated with everolimus (EVO) for refractory TSC-associated epilepsy. Changes in EEG-abnormalities were related to developmental outcomes.	['Child', 'Humans', 'Drug Resistant Epilepsydrug therapy', 'Electroencephalography', 'Epilepsydrug therapy', 'Everolimustherapeutic use', 'Seizuresdrug therapyetiologydiagnosis']	https://pubmed.ncbi.nlm.nih.gov/36370680/	['Macrolides']	[5280440]	36370680	['2022', 'Dec']
Dual-Targeted Autoimmune Sword in Fatal Epilepsy: Patient's glutamate receptor AMPA GluR3B peptide autoimmune antibodies bind, induce Reactive Oxygen Species (ROS) in, and kill both human neural cells and T cells.	DOI: 10.1016/j.jaut.2020.102462	Nodding Syndrome (NS) is a fatal pediatric epilepsy of unknown etiology, accompanied by multiple neurological impairments, and associated with Onchocerca volvulus (Ov), malnutrition, war-induced trauma, and other insults. NS patients have neuroinflammation, and ~50% have cross-reactive Ov/Leiomodin-1 neurotoxic autoimmune antibodies. RESULTS: Studying 30 South Sudanese NS patients and a similar number of healthy subjects from the same geographical region, revealed autoimmune antibodies to 3 extracellular peptides of ionotropic glutamate receptors in NS patients: AMPA-GluR3B peptide antibodies (86%), NMDA-NR1 peptide antibodies (77%) and NMDA-NR2 peptide antibodies (87%) (in either 1:10, 1:100 or 1:1000 serum dilution). In contrast, NS patients did not have 26 other well-known autoantibodies that target the nervous system in several autoimmune-mediated neurological diseases. We demonstrated high expression of both AMPA-GluR3 and NMDA-NR1 in human neural cells, and also in normal human CD3+ T cells of both helper CD4+ and cytotoxic CD8+ types. Patient's GluR3B peptide antibodies were affinity-purified, and by themselves precipitated short 70 kDa neuronal GluR3. NS patient's affinity-purified GluR3B peptide antibodies also bound to, induced Reactive Oxygen Species (ROS) in, and killed both human neural cells and T cells within 1-2 hours only. NS patient's purified IgGs, or serum (1:10 or 1:30), induced similar effects. In vivo video EEG experiments in normal mice, revealed that when NS patient's purified IgGs were released continuously (24/7 for 1 week) in normal mouse brain, they induced all the following: 1.Seizures, 2. Cerebellar Purkinje cell loss, 3. Degeneration in the hippocampus and cerebral cortex, and 4. Elevation of CD3+ T cells, and of activated Mac-2+microglia and GFAP+astrocytes in both the gray and white matter of the cerebral cortex, hippocampus, corpus calossum and cerebellum of mice. NS patient's serum cytokines: IL-1β, IL-2, IL-6, IL-8, TNFα, IFNγ, are reduced by 85-99% compared to healthy subjects, suggesting severe immunodeficiency in NS patients. This suspected immunodeficiency could be caused by combined effects of the: 1. Chronic Ov infection, 2. Malnutrition, 3. Killing of NS patient's T cells by patient's own GluR3B peptide autoimmune antibodies (alike the killing of normal human T cells by the NS patient's GluR3B peptide antibodies found herein in vitro). CONCLUSIONS: Regardless of NS etiology, NS patients suffer from 'Dual-targeted Autoimmune Sword': autoimmune AMPA GluR3B peptide antibodies that bind, induce ROS in, and kill both neural cells and T cells. These neurotoxic and immunotoxic GluR3B peptide autoimmune antibodies, and also NS patient's NMDA-NR1/NR2A and Ov/Leiomodin-1 autoimmune antibodies, must be silenced or removed. Moreover, the findings of this study are relevant not only to NS, but also to many more patients with other types of epilepsy, which have GluR3B peptide antibodies in serum and/or CSF. This claim is based on the following facts: 1. The GluR3 subunit is expressed in neural cells in crucial brains regions, in motor neurons in the spinal cord, and also in other cells in the body, among them T cells of the immune system, 2. The GluR3 subunit has diverse neurophysiological role, and its deletion or abnormal function can: disrupt oscillatory networks of both sleep and breathing, impair motor coordination and exploratory activity, and increase the susceptibility to generate seizures, 3. GluR3B peptide antibodies were found so far in ~27% of >300 epilepsy patients worldwide, which suffer from various other types of severe, intractable and enigmatic epilepsy, and which turned out to be 'Autoimmune Epilepsy'. Furthermore, the findings of this study could be relevant to different neurological diseases besides epilepsy, since other neurotransmitter-receptors autoantibodies are present in other neurological and psychiatric diseases, e.g. autoimmune antibodies against other GluRs, Dopamine receptors, GABA receptors, Acetylcholine receptors and others. These neurotransmitter-receptors autoimmune autoantibodies might also act as 'Dual-targeted Autoimmune Sword' and damage both neural cells and T cells (as the AMPA-GluR3B peptide antibodies induced in the present study), since T cells, alike neural cells, express most if not all these neurotransmitter receptors, and respond functionally to the respective neurotransmitters - a scientific and clinical topic we coined 'Nerve-Driven Immunity'.	['Adolescent', 'Adult', 'Autoantibodiesbloodimmunologyisolation & purification', 'Autoantigensimmunology', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Female', 'Healthy Volunteers', 'Humans', 'Immunoglobulin G', 'Male', 'Neuroimmunomodulationimmunology', 'Neuronsimmunologypathology', 'Nodding Syndromebloodimmunologypathology', 'Reactive Oxygen Speciesmetabolism', 'Receptors, AMPAimmunology', 'T-Lymphocytesimmunologypathology', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/32561150/	['Acetylcholine', '(S)-AMPA', 'Dopamine']	[187, 158397, 681]	32561150	['2020', 'Aug']
Deep brain stimulation of the nucleus basalis of Meynert attenuates early EEG components associated with defective sensory gating in patients with Alzheimer disease - a two-case study.	DOI: 10.1111/ejn.13749	Alzheimer's disease (AD) is associated with deterioration of memory and cognitive function and a degeneration of neurons of the nucleus basalis of Meynert (NBM). The NBM is the major input source of acetylcholine (ACh) to the cortex. The decreasing cholinergic innervation of the cortex due to degeneration of the NBM might be the cause of loss of memory function. NBM-Deep brain stimulation (NBM-DBS) is considered to serve as a potential therapeutic option for patients with AD by supporting residual cholinergic transmission to stabilize oscillatory activity in memory-relevant circuits. However, whether DBS could improve sensory memory functions in patients with AD is not clear. Here, in a passive auditory oddball paradigm, patients with AD (N = 2) listened to repetitive background tones (standard tones) randomly interrupted by frequency deviants in two blocks with NBM-DBS OFF and then NBM-DBS ON, while age-matched healthy controls (N = 6) repeated the experiment twice. The mismatch negativity in NBM-DBS OFF significantly differed from controls in both blocks, but not under NBM-DBS, which was likely due to a pronounced P50 increase overlapping with the N1 in NBM-DBS OFF. This early complex of EEG components recovered under stimulation to a normal level as defined by responses in controls. In this temporal interval, we found in patients with NBM-DBS ON (but not with NBM-DBS OFF) and in controls a strong repetition suppression effect to standard tones - with more attenuated responses to frequently repeated standard tones. This highlights the role of NBM-DBS for sensory gating of familiar auditory information into sensory memory.	['Alzheimer Diseasetherapy', 'Basal Nucleus of Meynert', 'Deep Brain Stimulation', 'Electroencephalography', 'Humans', 'Sensory Gating']	https://pubmed.ncbi.nlm.nih.gov/29055119/	['Acetylcholine']	[187]	29055119	['2020', 'Mar']
Using visual evoked potentials for the early detection of amnestic mild cognitive impairment: a pilot investigation.	DOI: 10.1002/gps.4117	Amnesic mild cognitive impairment (MCIa) is often characterized as an early stage of Alzheimer's dementia (AD). The latency of the P2, an electroencephalographic component of the flash visual evoked potential (FVEP), is significantly longer in those with AD or MCIa when compared with controls. The present investigation examined the diagnostic accuracy of several FVEP-P2 procedures in distinguishing people with MCIa and controls.	['Aged', 'Aged, 80 and over', 'Alzheimer Diseasediagnosisphysiopathology', 'Case-Control Studies', 'Cognitive Dysfunctiondiagnosisphysiopathology', 'Early Diagnosis', 'Evoked Potentials, Visualphysiology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Photic Stimulationmethods', 'Pilot Projects', 'Reaction Timephysiology']	https://pubmed.ncbi.nlm.nih.gov/24737573/	['Acetylcholine']	[187]	24737573	['2015', 'Jan']
Sleep spindles and rapid eye movement sleep as predictors of next morning cognitive performance in healthy middle-aged and older participants.	DOI: 10.1111/jsr.12108	Spindles and slow waves are hallmarks of non-rapid eye movement sleep. Both these oscillations are markers of neuronal plasticity, and play a role in memory and cognition. Normal ageing is associated with spindle and slow wave decline and cognitive changes. The present study aimed to assess whether spindle and slow wave characteristics during a baseline night predict cognitive performance in healthy older adults the next morning. Specifically, we examined performance on tasks measuring selective and sustained visual attention, declarative verbal memory, working memory and verbal fluency. Fifty-eight healthy middle-aged and older adults (aged 50-91 years) without sleep disorders underwent baseline polysomnographic sleep recording followed by neuropsychological assessment the next morning. Spindles and slow waves were detected automatically on artefact-free non-rapid eye movement sleep electroencephalogram. All-night stage N2 spindle density (no./min) and mean frequency (Hz) and all-night non-rapid eye movement sleep slow wave density (no./min) and mean slope (μV/s) were analysed. Pearson's correlations were performed between spindles, slow waves, polysomnography and cognitive performance. Higher spindle density predicted better performance on verbal learning, visual attention and verbal fluency, whereas spindle frequency and slow wave density or slope predicted fewer cognitive performance variables. In addition, rapid eye movement sleep duration was associated with better verbal learning potential. These results suggest that spindle density is a marker of cognitive functioning in older adults and may reflect neuroanatomic integrity. Rapid eye movement sleep may be a marker of age-related changes in acetylcholine transmission, which plays a role in new information encoding.	['Aged', 'Aged, 80 and over', 'Attention', 'Cognition', 'Electroencephalography', 'Female', 'Humans', 'Learning', 'Male', 'Memory', 'Memory, Short-Term', 'Middle Aged', 'Neuropsychological Tests', 'Polysomnography', 'Predictive Value of Tests', 'Sleep', 'Sleep Wake Disorderspsychology', 'Sleep, REM', 'Time Factors']	https://pubmed.ncbi.nlm.nih.gov/24245769/	['Acetylcholine']	[187]	24245769	['2014', 'Apr']
Evidence for gamma and beta sensory gating deficits as translational endophenotypes for schizophrenia.	DOI: 10.1016/j.pscychresns.2013.07.002	Thorough analysis of translational endophenotypes is needed to improve therapeutic development in schizophrenia. Abnormal sensory gating, one such endophenotype, is associated with reduced expression of the α7 nicotinic receptor. However, typical gating measures such as the P50 evoked response are often low-pass filtered, and it is unclear how α7 expression affects gating at higher frequencies. Therefore, this study used time-frequency analysis to compare sensory gating at the beta and gamma frequencies between human patients and healthy controls as well as between α7 heterozygote mutant mice and wild-type. Gating of total beta (15-26Hz) and gamma (30-50Hz) power during paired clicks was assessed from mouse in vivo hippocampal CA3 recordings. Gating was also assessed in schizophrenia patients and healthy controls using electroencephalography. Relative to wild-type, α7 heterozygote mice showed impaired gating of total beta and gamma power. Similarly, relative to controls, patients showed impaired gating of total beta and gamma power. Poor beta gating was associated with negative symptoms. These results demonstrate that schizophrenia patients and α7 heterozygote mice show similar deficits in gating high frequency power. Time-frequency analysis of beta and gamma gating may thus be a translational method of assessing the genetic basis of gating deficits in schizophrenia.	['Adult', 'Analysis of Variance', 'Animals', 'Brain Wavesphysiology', 'Electroencephalography', 'Endophenotypes', 'Female', 'Humans', 'Male', 'Mice', 'Mice, Inbred C3H', 'Mice, Transgenic', 'Middle Aged', 'Psychiatric Status Rating Scales', 'Schizophreniaphysiopathology', 'Sensory Gatinggeneticsphysiology', 'Time Factors', 'alpha7 Nicotinic Acetylcholine Receptordeficiency']	https://pubmed.ncbi.nlm.nih.gov/23972946/	['Acetylcholine']	[187]	23972946	['2013', 'Nov']
Neuronal nicotinic acetylcholine receptor alpha 4 subunit (CHRNA4) and panic disorder: an association study.	DOI: 10.1002/(sici)1096-8628(19970418)74:2<199::aid-ajmg17>3.0.co;2-d	Anxiety disorders have been reported to be associated with low-voltage EEG (LVEEG). Some cases with LVEEG (approximately 1/3) have been linked to chromosome 20q13.2q13.3. In the same chromosomal region, the gene for the neuronal nicotinic acetylcholine receptor alpha 4 subunit (CHRNA4) has been located. We therefore tested the hypothesis that polymorphisms in the CHRNA4 gene show an allelic association with panic disorder. We examined the allele frequencies of three different CHRNA4 polymorphisms in patients with panic disorder and in healthy controls. No significant differences in the allele frequencies of these three polymorphisms were noted. This study does not support an association between panic disorder and the CHRNA4 gene.	['Adult', 'Alleles', 'Female', 'Heterozygote', 'Homozygote', 'Humans', 'Male', 'Middle Aged', 'Neuronsmetabolism', 'Panic Disordergenetics', 'Polymorphism, Genetic', 'Receptors, Nicotinicgenetics']	https://pubmed.ncbi.nlm.nih.gov/9129724/	['Acetylcholine']	[187]	9129724	['1997', 'Apr']
Overnight suppression of HPA axis after mineraolocorticoid receptor stimulation: A sleep endocrine study.	DOI: 10.1016/j.psychres.2015.02.008	Nocturnal hyperactivity of hypothalamic-pituitary-adrenal axis (HPA) indicates decreased feedback inhibition with stress-related conditions such as major depression and sleep disorders. To characterize the role of mineralocorticoid (MR) in regulation of HPA axis activity during nocturnal sleep and involvement in sleep architecture, we investigated sleep endocrine effects of the MR agonist fludrocortisone in healthy men after pretreatment with metyrapone to minimize the impact of endogenous cortisol. Subjects (n=8) were treated on three occasions in a single-blinded design in random order with a) metyrapone, b) fludrocortisone after metyrapone, and c) placebo. Polysomnography was recorded and blood samples were drawn for determination of adrenocorticotropic hormone (ACTH) and cortisol during the entire night. After metyrapone administration ACTH was significantly enhanced, while overall nocturnal cortisol secretion remained largely unchanged. Whereas administration of fludrocortisone induced a significant inhibitory effect on basal ACTH and cortisol secretion, no considerable effects on sleep pattern were detectable. While the involvement of MR in sleep regulation needs further study, endocrine findings underline the role of MR in tonic regulation of HPA axis during nocturnal sleep and demonstrate the ability of fludrocortisone to further suppress HPA axis activity overnight. Additional studies would be required to evaluate endocrine and clinical fludrocortisone effects in depressive patients showing HPA hyperactivity.	['Adrenocorticotropic Hormoneblood', 'Fludrocortisonepharmacology', 'Humans', 'Hydrocortisoneblood', 'Hypothalamo-Hypophyseal Systemdrug effects', 'Male', 'Metyraponepharmacology', 'Pituitary-Adrenal Systemdrug effects', 'Polysomnography', 'Single-Blind Method', 'Sleepdrug effects']	https://pubmed.ncbi.nlm.nih.gov/25799272/	['Metyrapone', 'Corticotropin', 'Fludrocortisone', 'PYRIDINE']	[4174, 16132265, 31378, 1049]	25799272	['2015', 'May']
Immunologic aspects of West syndrome and evidence of plasma inhibitory effects on T cell function.	DOI: 10.1590/s0004-282x2003000500006	The purpose of this study was to assess the extent of immune dysfunction in a well-defined group of epileptic patients: children with diagnosis of West syndrome (WS) or with transitions to another age-related EEG patterns, the multifocal independent spikes (MIS), and the slow spike-wave complexes (Lennox-Gastaut syndrome - LGS). Thus, WS was studied at different points of the natural evolutive history of the disease.	['Antigens, CDblood', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Dinitrochlorobenzene', 'Epilepsyimmunologyphysiopathology', 'Female', 'Humans', 'Immunoglobulin Ablood', 'Immunoglobulin Gblood', 'Immunoglobulin Mblood', 'Infant', 'Lymphocyte Count', 'Male', 'Phytohemagglutininspharmacology', 'Plasmaimmunology', 'Skin Tests', 'Spasms, Infantileimmunologyphysiopathology', 'Statistics, Nonparametric', 'T-Lymphocyte Subsetsdrug effectsimmunology']	https://pubmed.ncbi.nlm.nih.gov/14595474/	['DNCB']	[6]	14595474	['2003', 'Sep']
Equivalent current dipole sources of neurofeedback training-induced alpha activity through temporal/spectral analytic techniques.	DOI: 10.1371/journal.pone.0264415	"Much of the work in alpha NFT has focused on evaluating changes in alpha amplitude. However, the generation mechanism of training-induced alpha activity has not yet been clarified. The present study aimed to identify sources of training-induced alpha activity through four temporal/spectral analytic techniques, i.e., the max peak average (MPA), positive average (PA), negative average (NA) and event-related spectral perturbation average (ERSPA) methods. Thirty-five healthy participants were recruited into an alpha group receiving feedback of 8-12-Hz amplitudes, and twenty-eight healthy participants were recruited into a control group receiving feedback of random 4-Hz amplitudes from the range of 7 to 20 Hz. Twelve sessions were performed within 4 weeks (3 sessions per week). The control group had no change in the amplitude spectrum. In contrast, twenty-nine participants in the alpha group showed significant alpha amplitude increases exclusively and were identified as ""responders"". A whole-head EEG was recorded for the ""responders"" after NFT. The epochs of training-induced alpha activity from whole-head EEG were averaged by four different methods for equivalent current dipole source analysis. High agreement and Cohen's kappa coefficients on dipole source localization between each method were observed, showing that the dipole clusters of training-induced alpha activity were consistently located in the precuneus, posterior cingulate cortex (PCC) and middle temporal gyrus. The residual variance (goodness of fit) for dipole estimation of the MPA was significantly smaller than that of the others. Our findings indicate that the precuneus, PCC and middle temporal gyrus play important roles in enhancing training-induced alpha activity. The four averaging methods (especially the MPA method) were suitable for investigating sources of brainwaves. Additionally, three dipoles can be used for dipole source analysis of training-induced alpha activity in future research, especially the training sites are around the central regions."	['Adult', 'Algorithms', 'Alpha Rhythmphysiology', 'Brainphysiology', 'Female', 'Humans', 'Male', 'Neurofeedbackphysiology']	https://pubmed.ncbi.nlm.nih.gov/35213609/	['MPA']	[193326]	35213609	['2022']
Source-domain spectral EEG analysis of sports-related concussion via Measure Projection Analysis.	DOI: 10.1109/EMBC.2015.7319284	Here, we investigated EEG-based source-level spectral differences between adolescents with sports-related concussions and healthy age matched controls. We transformed resting state EEG collected in both groups to the source domain using Independent Component Analysis (ICA) and computed the component process power spectra. For group-level analysis in the source domain, we used a probabilistic framework, Measure Projection Analysis (MPA), that has advantages over parametric k-means clustering of brain sources. MPA revealed that some frontal brain sources in the concussed group had significantly more power in the beta band (p<;0.005) and significantly less delta (p<;0.01) and theta band power (p<;0.05) than the healthy control group. These results suggest that a shift in spectral profile toward higher frequencies in some frontal brain regions might distinguish individuals with concussion from healthy controls.	['Adolescent', 'Athletic Injuriesdiagnosisphysiopathology', 'Brainphysiopathology', 'Brain Concussiondiagnosisphysiopathology', 'Case-Control Studies', 'Cluster Analysis', 'Electroencephalographymethods', 'Female', 'Humans', 'Male']	https://pubmed.ncbi.nlm.nih.gov/26737184/	['MPA']	[193326]	26737184	['2015']
